Subject	Block	Trial	Operation	Side	SOA	Delay	Delayjitter	Task	TaskRecNo	Orignum	TaskXY	TaskZ	Solution	VOTtoj	Responsetoj	Accuracytoj	Respright	VOTanalog	Accuracyanalogy_new2
23	6	98	1	-1	-40	250	80	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	1189.206	-1	1	0	1782.025	1
23	6	99	1	1	110	1500	80	11	7	30	Mensch/Schuh	Auto/?	Reifen	636.2531	1	1	1	3173.928	0
23	6	100	1	1	70	1500	40	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	498.2249	1	1	1	216.0993	0
23	6	101	1	-1	-70	250	40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	744.3712	-1	1	0	2449.127	1
23	6	102	1	-1	-110	250	-40	48	30	95	sechs/Zahl	Hass/?	Gefühl	708.3343	-1	1	0	2462.879	0
23	6	103	1	1	20	1500	-80	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	988.8221	-1	0	0	3862.482	1
23	6	104	1	1	20	250	40	51	31	104	Junge/Bruder	Mädchen/?	Schwester	1029.291	-1	0	0	716.3597	1
23	6	105	1	1	20	750	40	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	920.7556	1	1	1	878.3943	1
23	6	106	1	-1	-40	750	-80	94	117	182	Windhund/Hund	Lachs/?	Fisch	808.4159	-1	1	0	274.0893	1
23	6	107	1	1	20	1500	40	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	1624.332	1	1	1	648.3832	1
23	6	108	1	1	70	750	80	30	20	56	Wort/Satz	Teller/?	Geschirr	815.0069	1	1	1	1854.949	1
23	6	109	1	1	40	750	-80	63	37	123	ich/mich	wir/?	uns	1185.183	-1	0	0	868.8302	0
23	6	110	1	1	20	1500	-40	83	49	161	klein/groß	kurz/?	lang	1014.701	-1	0	0	870.5473	1
23	6	111	1	1	20	750	-80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	860.941	-1	0	0	5263.7	0
23	6	112	1	-1	-110	750	-40	8	4	24	alles/nichts	immer/?	nie	944.3757	-1	1	0	1623.057	1
23	6	113	1	1	110	1500	-80	54	32	108	Buch/drucken	Brief/?	schreiben	794.8033	1	1	1	746.1787	1
23	6	114	1	1	40	1500	40	81	47	159	hoffen/verzweifeln	froh/?	unglücklich	958.6987	-1	0	0	1148.816	1
23	6	115	1	1	70	750	40	73	103	137	Zehen/Fuß	Finger/?	Hand	1252.71	-1	0	0	866.6665	1
23	6	116	1	-1	-110	250	80	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	1204.408	-1	1	0	1703.947	1
23	6	117	1	1	70	750	80	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	1535.049	-1	0	0	408.2838	1
23	6	118	1	-1	-110	1500	-80	7	61	23	Licht/Auge	Schall/?	Ohr	532.6579	-1	1	0	598.5706	1
23	6	119	1	-1	-40	750	-80	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	878.5242	-1	1	0	860.3737	1
23	6	120	1	-1	-70	250	-80	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	768.0695	-1	1	0	1457.154	1
23	6	121	1	1	70	1500	40	72	43	136	Frage/Antwort	Rätsel/?	Lösung	838.3301	-1	0	0	1770.67	1
23	6	122	1	-1	-20	250	-40	6	60	19	Mütze/Kopf	Schuh/?	Fuß	616.1861	-1	1	0	388.1776	1
23	6	123	1	-1	-20	250	-40	40	24	75	Haus/Dach	Zimmer/?	Decke	752.2761	-1	1	0	2086.157	0
23	6	124	1	-1	-110	1500	-40	87	53	169	schwimmen/Wasser	fliegen/?	Luft	NA	1	0	1	1070.985	0
23	6	125	1	1	110	750	40	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	466.1099	1	1	1	988.2523	1
23	6	126	1	-1	-40	750	80	10	6	29	dick/lang	dünn/?	kurz	594.4786	-1	1	0	1018.849	1
23	6	127	1	1	40	750	40	16	9	37	links/rechts	horizontal/?	vertikal	1036.359	-1	0	0	850.5013	1
23	6	128	1	-1	-70	750	80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	1437.628	-1	1	0	1857.165	0
23	7	129	1	-1	-70	1500	40	64	100	124	Dezember/Jahr	Sonntag/?	Woche	482.2242	-1	1	0	636.3712	1
23	7	130	1	-1	-70	750	40	25	16	50	Beginn/Ende	fern/?	nah	848.5113	-1	1	0	664.1754	1
23	7	131	1	1	70	750	-80	93	116	180	essen/hungrig	schlafen/?	müde	640.2271	1	1	1	1038.678	1
23	7	132	1	-1	-70	750	-40	53	92	106	Baum/Wald	Grashalm/?	Wiese	682.1944	-1	1	0	1078.849	1
23	7	133	1	1	40	250	80	2	57	2	Artikel/Journalist	Roman/?	Autor	870.5059	-1	0	0	1048.496	1
23	7	134	1	1	70	750	-40	39	78	74	wann/Zeit	wo/?	Ort	688.3171	1	1	1	2882.531	1
23	7	135	1	1	40	250	-80	88	54	170	warm/kalt	stumpf/?	spitz	1020.596	1	1	1	2155.599	1
23	7	136	1	1	110	250	80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	796.2405	1	1	1	4519.413	1
23	7	137	1	-1	-20	750	80	76	45	148	zusammen/allein	mehrere/?	einer	686.3922	-1	1	0	7088.976	0
23	7	138	1	-1	-20	750	-80	66	39	128	niedrig/hoch	billig/?	teuer	980.9858	-1	1	0	956.4228	1
23	7	139	1	-1	-70	1500	80	80	110	156	Kleid/Frau	Gefieder/?	Vogel	492.4488	1	0	1	2778.978	1
23	7	140	1	-1	-20	250	-80	67	101	129	Stuhl/Bank	Sessel/?	Sofa	726.2049	-1	1	0	1701.158	1
23	7	141	1	-1	-70	750	-40	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	874.7507	-1	1	0	3311.367	0
23	7	142	1	-1	-40	1500	-80	77	46	149	Stiel/Hammer	Klinke/?	Tür	734.3124	-1	1	0	864.0192	0
23	7	143	1	1	110	750	80	49	89	101	Pfütze/Teich	Bach/?	Fluss	500.1434	1	1	1	1209.163	1
23	7	144	1	-1	-20	1500	-40	5	3	16	hier/dort	nah/?	fern	968.5328	-1	1	0	2062.162	0
23	7	145	1	-1	-110	1500	40	91	115	177	Winter/wärmen	Sommer/?	kühlen	691.9405	-1	1	0	1765.516	1
23	7	146	1	1	110	1500	40	61	36	118	Gesicht/waschen	Wohnung/?	putzen	718.2119	1	1	1	3821.906	1
23	7	147	1	1	70	250	40	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	784.095	1	1	1	1496.64	1
23	7	148	1	-1	-20	750	40	50	90	103	Sommer/Regen	Winter/?	Schnee	1070.542	-1	1	0	4603.234	1
23	7	149	1	-1	-110	750	80	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	640.1691	-1	1	0	2931.23	0
23	7	150	1	1	70	750	-80	74	44	138	Stadt/Dorf	See/?	Teich	876.5153	-1	0	0	4144.079	0
23	7	151	1	1	70	750	40	26	17	52	eng/weit	Frage/?	Antwort	664.1951	1	1	1	3494.162	1
23	7	152	1	1	20	250	-40	12	62	33	Milch/Kuh	Wolle/?	Schaf	722.4098	-1	0	0	1105.175	1
23	7	153	1	-1	-110	250	-80	29	69	55	Spinat/Gemüse	Birke/?	Baum	648.3445	-1	1	0	1885.084	1
23	7	154	1	-1	-110	250	80	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	672.346	-1	1	0	1103.28	1
23	7	155	1	1	110	250	40	89	112	171	Dunkelheit/Helligkeit	Stille/?	Lärm	665.9024	1	1	1	912.8707	1
23	7	156	1	1	70	1500	-80	15	64	36	Appetit/Essen	Durst/?	Getränk	848.3842	1	1	1	878.6371	1
23	7	157	1	-1	-40	750	-40	62	99	120	Nacht/Tag	Finsternis/?	Licht	794.3196	-1	1	0	1260.54	1
23	7	158	1	-1	-40	1500	-80	82	48	160	finden/verlieren	erinnern/?	vergessen	738.9189	-1	1	0	1223.271	1
23	7	159	1	1	110	750	40	33	71	63	Koch/Herd	Bäcker/?	Backofen	442.1696	1	1	1	1818.194	1
23	7	160	1	1	110	250	80	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	642.3719	1	1	1	2152.941	1
23	8	161	1	1	110	250	-80	52	91	105	Würfel/eckig	Ball/?	rund	700.4294	1	1	1	362.1443	1
23	8	162	1	1	40	1500	40	45	81	85	Schiff/anlegen	Flugzeug/?	landen	858.4812	1	1	1	518.6859	1
23	8	163	1	1	20	250	80	65	38	126	Brille/Auge	Krücke/?	Bein	1148.957	-1	0	0	398.3004	1
23	8	164	1	1	20	750	-40	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	1054.42	-1	0	0	826.3193	1
23	8	165	1	1	110	250	-40	85	51	167	lustig/traurig	gut/?	böse	378.3159	1	1	1	656.4805	1
23	8	166	1	-1	-20	1500	80	4	58	12	Hund/Welpe	Pflanze/?	Setzling	724.412	-1	1	0	2680.295	1
23	8	167	1	-1	-20	750	80	75	104	144	Album/Foto	Zeitung/?	Artikel	700.4286	-1	1	0	910.4062	1
23	8	168	1	-1	-70	750	-80	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	1087.461	-1	1	0	1515.859	1
23	8	169	1	-1	-110	1500	80	32	70	62	Federhalter/Tinte	Pinsel/?	Farbe	373.7982	-1	1	0	1839.439	1
23	8	170	1	-1	-20	1500	-40	86	52	168	spät/früh	Abend/?	Morgen	660.4177	-1	1	0	1319.542	1
23	8	171	1	1	70	250	-40	28	19	54	schwach/stark	arm/?	reich	908.644	1	1	1	1054.978	1
23	8	172	1	1	40	1500	-40	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	936.4462	-1	0	0	2209.921	1
23	8	173	1	-1	-20	1500	40	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	664.3696	-1	1	0	2268.167	1
23	8	174	1	-1	-40	750	80	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	886.7178	-1	1	0	3713.808	0
23	8	175	1	-1	-20	250	40	58	97	114	Wand/Stein	Tisch/?	Holz	665.731	-1	1	0	3427.087	1
23	8	176	1	-1	-20	750	40	21	12	45	Hase/Karotte	Wolf/?	Schaf	686.3437	-1	1	0	3515.279	1
23	8	177	1	-1	-110	250	-80	96	120	187	Milimeter/Meter	Meter/?	Kilometer	NA	NA	0	NA	1967.505	1
23	8	178	1	-1	-110	250	40	3	2	8	Partei/Wähler	Produkt/?	Käufer	719.9563	-1	1	0	1104.469	1
23	8	179	1	-1	-40	1500	40	37	23	69	Katze/Maus	Spinne/?	Fliege	1194.892	-1	1	0	2673.801	0
23	8	180	1	-1	-40	750	40	70	41	134	genau/messen	ungefähr/?	schätzen	1000.793	-1	1	0	952.9558	1
23	8	181	1	1	20	750	80	90	55	176	wann/jetzt	wo/?	hier	1372.585	-1	0	0	2885.513	0
23	8	182	1	1	70	250	-80	27	18	53	gewinnen/verlieren	oben/?	unten	1124.905	1	1	1	716.1927	1
23	8	183	1	-1	-110	750	-80	23	14	47	Auto/Straße	Zug/?	Schiene	830.6463	-1	1	0	618.2021	1
23	8	184	1	-1	-70	250	40	60	35	117	Lokomotive/Dampf	Straßenbahn/?	Strom	688.3056	-1	1	0	2733.476	0
23	8	185	1	1	110	750	-40	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	566.4016	1	1	1	654.2658	1
23	8	186	1	-1	-40	750	-40	14	63	35	Fernseher/sehen	Radio/?	hören	1007.367	-1	1	0	974.5998	1
23	8	187	1	1	20	1500	80	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	692.3681	-1	0	0	740.2033	1
23	8	188	1	-1	-40	1500	40	42	26	77	stottern/sprechen	stolpern/?	gehen	586.2723	-1	1	0	558.2897	1
23	8	189	1	-1	-110	1500	-80	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	802.2561	-1	1	0	1128.7	1
23	8	190	1	1	70	1500	80	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	714.3532	1	1	1	1221.479	1
23	8	191	1	-1	-20	750	-80	95	119	186	Stunde/Minute	Minute/?	Sekunde	NA	-1	1	0	1815.108	1
23	8	192	1	1	110	250	-80	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	NA	-1	0	0	3.997126	1
24	3	1	1	1	20	1500	80	2	57	2	Artikel/Journalist	Roman/?	Autor	691.1951	1	1	1	538.3388	1
24	3	2	1	1	40	1500	-80	14	63	35	Fernseher/sehen	Radio/?	hören	636.2293	1	1	1	518.4701	1
24	3	3	1	-1	-40	750	40	59	34	115	einsteigen/Abfahrt	aussteigen/?	Ankunft	580.8702	-1	1	0	764.928	0
24	3	4	1	-1	-70	1500	-80	24	15	49	Sandwich/Tüte	Hammer/?	Werkzeugkasten	746.3101	-1	1	0	540.1926	0
24	3	5	1	1	20	1500	40	93	116	180	essen/hungrig	schlafen/?	müde	640.3213	1	1	1	376.2214	1
24	3	6	1	-1	-110	750	-80	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	558.4256	-1	1	0	380.1283	1
24	3	7	1	1	70	250	80	8	4	24	alles/nichts	immer/?	nie	724.3878	1	1	1	1092.802	0
24	3	8	1	1	40	750	80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	1006.473	1	1	1	470.2528	1
24	3	9	1	1	70	750	80	89	112	171	Dunkelheit/Helligkeit	Stille/?	Lärm	598.2199	1	1	1	429.818	1
24	3	10	1	-1	-20	250	80	72	43	136	Frage/Antwort	Rätsel/?	Lösung	604.369	-1	1	0	408.1476	1
24	3	11	1	1	20	250	80	53	92	106	Baum/Wald	Grashalm/?	Wiese	654.3809	1	1	1	446.6216	1
24	3	12	1	1	110	750	-40	67	101	129	Stuhl/Bank	Sessel/?	Sofa	658.9981	1	1	1	422.0674	1
24	3	13	1	1	70	750	-40	42	26	77	stottern/sprechen	stolpern/?	gehen	584.2061	1	1	1	462.18	1
24	3	14	1	1	40	1500	-80	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	618.3607	1	1	1	511.6142	1
24	3	15	1	1	40	250	40	79	109	155	Blitz/hell	Donner/?	laut	679.5467	1	1	1	396.399	1
24	3	16	1	-1	-70	1500	-40	46	28	87	Bratkartoffeln/Pfanne	Gemüsesuppe/?	Topf	730.3135	-1	1	0	476.6554	1
24	3	17	1	1	70	250	-40	12	62	33	Milch/Kuh	Wolle/?	Schaf	865.4934	1	1	1	610.2122	1
24	3	18	1	1	110	1500	-80	21	12	45	Hase/Karotte	Wolf/?	Schaf	896.9553	1	1	1	4009.657	1
24	3	19	1	1	70	1500	40	61	36	118	Gesicht/waschen	Wohnung/?	putzen	1065.068	1	1	1	660.0803	0
24	3	20	1	-1	-40	250	-40	11	7	30	Mensch/Schuh	Auto/?	Reifen	1014.4	1	0	1	766.3676	1
24	3	21	1	-1	-40	1500	-80	28	19	54	schwach/stark	arm/?	reich	574.4309	-1	1	0	644.3964	1
24	3	22	1	-1	-40	1500	-40	1	1	1	Buchstabe/Ziffer	Wort/?	Zahl	992.5766	-1	1	0	546.3441	0
24	3	23	1	-1	-20	250	-40	40	24	75	Haus/Dach	Zimmer/?	Decke	582.5763	-1	1	0	466.1457	1
24	3	24	1	1	40	750	-40	70	41	134	genau/messen	ungefähr/?	schätzen	724.2954	1	1	1	630.3581	1
24	3	25	1	-1	-20	1500	40	78	107	153	Schule/Lehrer	Kirche/?	Pfarrer	662.6009	-1	1	0	688.2291	1
24	3	26	1	-1	-70	1500	-40	39	78	74	wann/Zeit	wo/?	Ort	656.5454	-1	1	0	640.3525	1
24	3	27	1	1	110	250	40	85	51	167	lustig/traurig	gut/?	böse	1067.02	1	1	1	450.1487	1
24	3	28	1	-1	-40	1500	40	36	22	67	Schmerz/nachlassen	Hitze/?	abkühlen	642.4566	-1	1	0	486.2664	1
24	3	29	1	-1	-110	1500	80	58	97	114	Wand/Stein	Tisch/?	Holz	530.1595	-1	1	0	466.3021	1
24	3	30	1	-1	-20	750	-80	76	45	148	zusammen/allein	mehrere/?	einer	588.3641	-1	1	0	448.1603	0
24	3	31	1	-1	-40	1500	40	56	33	111	Wanderung/Rucksack	Reise/?	Koffer	630.225	-1	1	0	632.5644	1
24	3	32	1	1	110	1500	40	25	16	50	Beginn/Ende	fern/?	nah	864.3836	1	1	1	412.3139	1
24	4	33	1	-1	-40	750	-40	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	782.4708	-1	1	0	736.3351	1
24	4	34	1	-1	-70	1500	40	75	104	144	Album/Foto	Zeitung/?	Artikel	622.5598	-1	1	0	954.4433	0
24	4	35	1	-1	-40	250	80	5	3	16	hier/dort	nah/?	fern	1731.468	-1	1	0	2503.857	0
24	4	36	1	-1	-70	250	-80	91	115	177	Winter/wärmen	Sommer/?	kühlen	1732.078	-1	1	0	1196.872	1
24	4	37	1	1	40	1500	80	69	102	133	Schiff/Kapitän	Stadt/?	Bürgermeister	862.261	1	1	1	336.0915	1
24	4	38	1	1	70	1500	80	15	64	36	Appetit/Essen	Durst/?	Getränk	650.2758	1	1	1	702.4881	1
24	4	39	1	1	20	1500	40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	1078.603	1	1	1	398.1327	1
24	4	40	1	-1	-20	750	-40	63	37	123	ich/mich	wir/?	uns	704.1104	-1	1	0	416.1773	1
24	4	41	1	1	70	750	80	83	49	161	klein/groß	kurz/?	lang	414.136	1	1	1	982.4116	1
24	4	42	1	1	20	1500	-80	82	48	160	finden/verlieren	erinnern/?	vergessen	856.5339	1	1	1	668.6497	1
24	4	43	1	-1	-20	250	-80	45	81	85	Schiff/anlegen	Flugzeug/?	landen	956.9516	-1	1	0	449.9809	1
24	4	44	1	-1	-70	1500	40	65	38	126	Brille/Auge	Krücke/?	Bein	520.2899	-1	1	0	476.2838	1
24	4	45	1	1	110	1500	-40	66	39	128	niedrig/hoch	billig/?	teuer	498.1733	1	1	1	516.2863	1
24	4	46	1	-1	-40	250	80	23	14	47	Auto/Straße	Zug/?	Schiene	1010.53	1	0	1	970.5698	1
24	4	47	1	-1	-70	250	-80	60	35	117	Lokomotive/Dampf	Straßenbahn/?	Strom	1470.457	-1	1	0	584.5871	1
24	4	48	1	-1	-40	250	-40	26	17	52	eng/weit	Frage/?	Antwort	1310.825	-1	1	0	511.7485	1
24	4	49	1	-1	-110	750	80	52	91	105	Würfel/eckig	Ball/?	rund	565.7481	-1	1	0	726.3059	1
24	4	50	1	1	110	1500	80	30	20	56	Wort/Satz	Teller/?	Geschirr	1163.516	1	1	1	1788.706	0
24	4	51	1	1	20	250	-40	6	60	19	Mütze/Kopf	Schuh/?	Fuß	920.6026	1	1	1	672.6901	1
24	4	52	1	-1	-70	250	80	29	69	55	Spinat/Gemüse	Birke/?	Baum	588.8399	-1	1	0	488.269	1
24	4	53	1	-1	-110	750	-40	20	67	43	Zahnarzt/Zähne	Friseur/?	Haare	508.3189	-1	1	0	422.2561	1
24	4	54	1	-1	-110	1500	-40	84	50	163	Vertrauen/Experte	Unsicherheit/?	Anfänger	830.766	-1	1	0	776.7924	1
24	4	55	1	-1	-110	250	-80	33	71	63	Koch/Herd	Bäcker/?	Backofen	504.1156	-1	1	0	378.5174	1
24	4	56	1	-1	-110	1500	-40	27	18	53	gewinnen/verlieren	oben/?	unten	506.2421	-1	1	0	336.1211	1
24	4	57	1	-1	-20	1500	80	68	40	130	Kreide/Schwamm	Bleistift/?	Radiergummi	732.2509	-1	1	0	1297.431	0
24	4	58	1	-1	-20	1500	-40	88	54	170	warm/kalt	stumpf/?	spitz	606.4131	-1	1	0	666.334	1
24	4	59	1	1	70	250	80	57	96	113	Kleinkind/Kindergarten	Schüler/?	Schule	442.1119	1	1	1	588.2492	1
24	4	60	1	-1	-110	750	40	73	103	137	Zehen/Fuß	Finger/?	Hand	484.2954	-1	1	0	422.2842	1
24	4	61	1	1	70	1500	-80	3	2	8	Partei/Wähler	Produkt/?	Käufer	514.3555	1	1	1	642.3472	1
24	4	62	1	1	20	250	40	90	55	176	wann/jetzt	wo/?	hier	1899.546	1	1	1	432.2703	0
24	4	63	1	1	40	1500	-40	54	32	108	Buch/drucken	Brief/?	schreiben	614.4448	1	1	1	582.2031	1
24	4	64	1	-1	-20	1500	40	32	70	62	Federhalter/Tinte	Pinsel/?	Farbe	896.6572	-1	1	0	558.1294	1
24	5	65	1	-1	-70	1500	80	92	56	179	Wettlauf/Stoppuhr	Weitsprung/?	Metermaß	552.0115	-1	1	0	598.3834	1
24	5	66	1	-1	-70	750	40	50	90	103	Sommer/Regen	Winter/?	Schnee	524.3266	-1	1	0	84.05689	0
24	5	67	1	-1	-20	250	40	4	58	12	Hund/Welpe	Pflanze/?	Setzling	836.6415	-1	1	0	840.3327	0
24	5	68	1	1	70	250	-40	47	29	93	vermindern/vermehren	subtrahieren/?	addieren	648.1169	1	1	1	442.1636	0
24	5	69	1	-1	-40	750	80	44	27	80	Apfel/Schale	Apfelbaum/?	Rinde	704.3465	-1	1	0	502.1371	1
24	5	70	1	-1	-70	750	-40	35	74	66	Tisch/Tischbein	Brücke/?	Pfeiler	1479.563	1	0	1	436.1511	1
24	5	71	1	-1	-40	750	-80	62	99	120	Nacht/Tag	Finsternis/?	Licht	656.2354	-1	1	0	420.2551	1
24	5	72	1	1	40	250	40	81	47	159	hoffen/verzweifeln	froh/?	unglücklich	838.5027	1	1	1	728.5415	1
24	5	73	1	1	40	1500	40	51	31	104	Junge/Bruder	Mädchen/?	Schwester	636.8874	1	1	1	20.50426	1
24	5	74	1	1	110	750	-80	37	23	69	Katze/Maus	Spinne/?	Fliege	532.307	1	1	1	492.2963	1
24	5	75	1	1	40	1500	40	94	117	182	Windhund/Hund	Lachs/?	Fisch	523.8749	1	1	1	1094.549	0
24	5	76	1	1	110	250	40	22	13	46	Brot/Toaster	Speck/?	Bratpfanne	1028.629	1	1	1	558.2937	1
24	5	77	1	1	110	750	40	95	119	186	Stunde/Minute	Minute/?	Sekunde	576.1271	1	1	1	598.4687	1
24	5	78	1	-1	-110	250	80	71	42	135	Wein/Fass	Kartoffeln/?	Sack	1320.873	-1	1	0	396.4878	0
24	5	79	1	-1	-110	250	40	17	65	38	Fisch/Aquarium	Wellensittich/?	Käfig	528.3551	-1	1	0	612.2033	1
24	5	80	1	-1	-110	1500	40	16	9	37	links/rechts	horizontal/?	vertikal	508.1946	-1	1	0	432.3129	1
24	5	81	1	1	110	1500	-80	10	6	29	dick/lang	dünn/?	kurz	632.3046	1	1	1	454.3311	1
24	5	82	1	-1	-70	250	-40	96	120	187	Milimeter/Meter	Meter/?	Kilometer	1066.704	-1	1	0	562.2306	1
24	5	83	1	1	70	1500	40	7	61	23	Licht/Auge	Schall/?	Ohr	465.8871	1	1	1	516.1386	1
24	5	84	1	1	110	1500	80	19	11	41	Bauer/Bauernhof	Arzt/?	Krankenhaus	495.7147	1	1	1	666.0557	1
24	5	85	1	1	40	750	40	74	44	138	Stadt/Dorf	See/?	Teich	674.3468	1	1	1	440.6103	1
24	5	86	1	1	40	750	-80	48	30	95	sechs/Zahl	Hass/?	Gefühl	755.0264	1	1	1	504.1369	1
24	5	87	1	-1	-40	1500	-80	87	53	169	schwimmen/Wasser	fliegen/?	Luft	722.4757	-1	1	0	310.0838	1
24	5	88	1	-1	-70	750	-40	49	89	101	Pfütze/Teich	Bach/?	Fluss	608.3896	-1	1	0	35.71084	1
24	5	89	1	1	110	750	-80	38	77	73	Uhr/Tageszeit	Kompass/?	Himmelsrichtung	883.043	1	1	1	660.2919	1
24	5	90	1	-1	-110	250	80	64	100	124	Dezember/Jahr	Sonntag/?	Woche	768.4326	-1	1	0	868.5321	1
24	5	91	1	-1	-70	750	80	80	110	156	Kleid/Frau	Gefieder/?	Vogel	664.213	-1	1	0	910.8427	1
24	5	92	1	1	40	250	-80	31	21	60	Drehbuch/Spielfilm	Kochrezept/?	Gericht	1424.691	-1	0	0	517.9193	0
24	5	93	1	1	70	250	-80	86	52	168	spät/früh	Abend/?	Morgen	540.2194	1	1	1	523.9409	1
24	5	94	1	-1	-110	1500	80	77	46	149	Stiel/Hammer	Klinke/?	Tür	608.2179	-1	1	0	436.1495	1
24	5	95	1	1	110	250	80	43	79	79	Quadrat/Kreis	Würfel/?	Kugel	1066.675	1	1	1	444.3806	1
24	5	96	1	-1	-40	750	80	55	94	109	Mehl/Bäcker	Stoff/?	Schneider	534.3364	-1	1	0	514.1593	1
24	6	97	1	1	110	750	80	41	25	76	Redner/Hörer	Zauberer/?	Zuschauer	951.1196	1	1	1	854.6158	1
24	6	98	1	-1	-20	750	40	70	41	134	genau/messen	ungefähr/?	schätzen	900.7149	-1	1	0	274.1762	1
24	6	99	1	1	20	1500	-40	18	10	39	Haar/Shampoo	Zähne/?	Zahnpasta	1253.087	1	1	1	536.1858	1
24	6	100	1	-1	-70	250	40	89	112	171	Dunkelheit/Helligkeit	Stille/?	Lärm	1124.68	-1	1	0	494.3241	1
24	6	101	1	1	20	250	80	76	45	148	zusammen/allein	mehrere/?	einer	1553.667	1	1	1	594.1488	0
24	6	102	1	-1	-70	250	40	63	37	123	ich/mich	wir/?	uns	832.4831	-1	1	0	338.1008	1
24	6	103	1	-1	-110	750	-40	13	8	34	Pilot/Flugzeug	Zugführer/?	Zug	528.4511	-1	1	0	636.3765	1
24	6	104	1	1	110	750	80	91	115	177	Winter/wärmen	Sommer/?	kühlen	453.7065	1	1	1	774.3602	1
24	6	105	1	1	110	750	-40	82	48	160	finden/verlieren	erinnern/?	vergessen	964.5522	1	1	1	2686.005	0
24	6	106	1	1	110	1500	-40	61	36	118	Gesicht/waschen	Wohnung/?	putzen	556.1715	1	1	1	1600.773	0
24	6	107	1	1	70	750	-80	26	17	52	eng/weit	Frage/?	Antwort	676.4872	1	1	1	2574.206	1
24	6	108	1	1	40	250	-40	67	101	129	Stuhl/Bank	Sessel/?	Sofa	546.5024	1	1	1	500.1471	1
24	6	109	1	-1	-20	250	80	58	97	114	Wand/Stein	Tisch/?	Holz	1191.005	1	0	1	718.3706	1
24	6	110	1	-1	-70	750	-80	9	5	28	Fußballer/Fußballplatz	Schwimmer/?	Schwimmbecken	656.3092	-1	1	0	554.3702	1
24	6	111	1	-1	-20	750	40	15	64	36	Appetit/Essen	Durst/?	Getränk	1148.737	1	0	1	403.947	1
24	6	112	1	1	20	1500	-40	40	24	75	Haus/Dach	Zimmer/?	Decke	782.3532	1	1	1	644.1796	1
24	6	113	1	1	40	250	80	45	81	85	Schiff/anlegen	Flugzeug/?	landen	603.5407	1	1	1	562.0154	1
24	6	114	1	1	40	1500	-40	79	109	155	Blitz/hell	Donner/?	laut	654.2731	1	1	1	534.1489	1
24	6	115	1	-1	-70	750	80	5	3	16	hier/dort	nah/?	fern	1214.827	-1	1	0	1865.798	1
24	6	116	1	1	20	750	80	34	72	64	Auto/Verkehrsmittel	Löffel/?	Besteck	762.636	1	1	1	700.433	1
24	6	117	1	-1	-110	750	80	83	49	161	klein/groß	kurz/?	lang	732.3737	-1	1	0	506.1521	1
24	6	118	1	1	70	250	40	75	104	144	Album/Foto	Zeitung/?	Artikel	604.341	1	1	1	592.2062	1
24	6	119	1	-1	-110	750	40	8	4	24	alles/nichts	immer/?	nie	1391.002	-1	1	0	1271.222	0
24	6	120	1	-1	-40	250	-80	11	7	30	Mensch/Schuh	Auto/?	Reifen	1534.266	-1	1	0	2817.419	0
24	6	121	1	-1	-20	250	40	72	43	136	Frage/Antwort	Rätsel/?	Lösung	971.2616	-1	1	0	624.3685	1
24	6	122	1	1	40	750	-40	23	14	47	Auto/Straße	Zug/?	Schiene	1118.358	1	1	1	463.7779	1
24	6	123	1	-1	-40	250	-80	28	19	54	schwach/stark	arm/?	reich	860.5379	-1	1	0	581.8944	1
